user_id,timestamp,ticker,amount,best_model,rmse,mape,horizon,est_profit,status,error_msg
621899769,2025-11-05T14:30:31,AAPL,1000.0,ML(Ridge),3.761551,1.059104,30,38.329701,ok,
621899769,2025-11-05T16:12:05,AAPL,1000.0,,,,,,error,build_plot() got an unexpected keyword argument 'save_path'
621899769,2025-11-05T16:17:14,AAPL,1000.0,ML(Ridge),3.761551,1.059104,30,38.329701,ok,
621899769,2025-11-05T16:17:58,MSFT,1000.0,ML(Ridge),5.130466,0.767631,30,30.903203,ok,
621899769,2025-11-05T16:18:15,NVDA,1000.0,ML(Ridge),3.966695,1.648425,30,153.630748,ok,
621899769,2025-11-05T16:18:39,TSLA,1000.0,ML(Ridge),12.86304,2.589317,30,104.054235,ok,621899769,2025-11-05T16:59:55,AAPL,1000.0,ML(Ridge),3.761551,1.059104,30,38.329701,ok,
